NbEvaluations;Fbest
3700;28204.0
3800;27136.0
3900;26950.0
4000;27809.0
4100;27745.0
4200;27151.0
4300;26861.0
4400;26411.0
4500;26676.0
4600;27333.0
4700;26869.0
4800;27386.0
4900;27678.0
5000;27572.0
5100;27142.0
5200;28244.0
5300;27028.0
5400;27694.0
5500;27556.0
5600;27107.0
5700;28167.0
5800;27909.0
5900;26485.0
6000;27254.0
6100;26968.0
6200;26405.0
6300;29142.0
6400;27457.0
6500;26953.0
6600;26467.0
6700;26868.0
6800;26272.0
6900;27457.0
7000;26965.0
7100;26429.0
7200;26885.0
7300;26448.0
7400;27250.0
7500;26289.0
7600;27391.0
7700;26286.0
7800;26280.0
7900;27046.0
8000;27292.0
8100;26742.0
8200;26760.0
8300;27205.0
8400;26529.0
8500;27140.0
8600;27040.0
8700;27185.0
8800;27110.0
8900;26383.0
9000;26444.0
9100;27348.0
9200;26390.0
9300;28216.0
9400;27104.0
9500;26986.0
9600;26562.0
9700;26992.0
9800;27316.0
9900;26834.0
10000;28269.0
100;23632.0
200;26282.0
300;25726.0
400;25860.0
500;27277.0
600;27071.0
700;26299.0
800;26762.0
900;27441.0
1000;27449.0
1100;26028.0
1200;26937.0
1300;27671.0
1400;26874.0
1500;26862.0
1600;26667.0
1700;28469.0
1800;26958.0
1900;27002.0
2000;27863.0
2100;27114.0
2200;26771.0
2300;27217.0
2400;28122.0
2500;27733.0
2600;27147.0
2700;26376.0
2800;27464.0
2900;28778.0
3000;26502.0
3100;27046.0
3200;27205.0
3300;26724.0
3400;28299.0
3500;26612.0
3600;26622.0
3700;26870.0
3800;27622.0
3900;27339.0
4000;27090.0
4100;26622.0
4200;27505.0
4300;26959.0
4400;26942.0
4500;26569.0
4600;26612.0
4700;27501.0
4800;26760.0
4900;26487.0
5000;28131.0
5100;27311.0
5200;28187.0
5300;26943.0
5400;27510.0
5500;27502.0
5600;27312.0
5700;26531.0
5800;26539.0
5900;27335.0
6000;26811.0
6100;27617.0
6200;26866.0
6300;27167.0
6400;27010.0
6500;27987.0
6600;26557.0
6700;26522.0
6800;27049.0
6900;27155.0
7000;28024.0
7100;26759.0
7200;28960.0
7300;27340.0
7400;27475.0
7500;26188.0
7600;26851.0
7700;28427.0
7800;27304.0
7900;27245.0
8000;27002.0
8100;27148.0
8200;26617.0
8300;27479.0
8400;26946.0
8500;26770.0
8600;27017.0
8700;27455.0
8800;27896.0
8900;27421.0
9000;27280.0
9100;27091.0
9200;27268.0
9300;28301.0
9400;26642.0
9500;27517.0
9600;27114.0
9700;26514.0
9800;26912.0
9900;28138.0
10000;27566.0
100;24906.0
200;27376.0
300;26803.0
400;25952.0
500;27295.0
600;27045.0
700;26373.0
800;26944.0
900;25611.0
1000;26745.0
1100;26779.0
1200;26392.0
1300;26381.0
1400;27618.0
1500;27649.0
1600;27681.0
1700;27495.0
1800;26773.0
1900;27075.0
2000;26597.0
2100;26937.0
2200;28012.0
2300;26935.0
2400;27109.0
2500;27819.0
2600;26965.0
2700;26718.0
2800;27763.0
2900;27585.0
3000;27738.0
3100;28387.0
3200;27342.0
3300;27297.0
3400;26906.0
3500;26922.0
3600;26881.0
3700;27828.0
3800;26734.0
3900;27276.0
4000;27837.0
4100;27453.0
4200;27277.0
4300;27809.0
4400;28862.0
4500;28125.0
4600;27157.0
4700;27271.0
4800;27801.0
4900;26345.0
5000;27359.0
5100;26634.0
5200;27038.0
5300;27688.0
5400;27502.0
5500;26947.0
5600;26831.0
5700;26699.0
5800;26987.0
5900;29074.0
6000;27333.0
6100;26796.0
6200;27952.0
6300;27375.0
6400;27106.0
6500;27469.0
6600;26806.0
6700;27746.0
6800;26822.0
6900;26939.0
7000;27508.0
7100;26362.0
7200;27523.0
7300;27713.0
7400;28023.0
7500;26678.0
7600;27050.0
7700;27484.0
7800;26728.0
7900;27635.0
8000;27036.0
8100;27066.0
8200;27711.0
8300;27229.0
8400;27833.0
8500;27961.0
8600;26471.0
8700;26445.0
8800;27253.0
8900;26937.0
9000;26988.0
9100;27314.0
9200;27377.0
9300;26977.0
9400;26505.0
9500;26816.0
9600;27295.0
9700;28645.0
9800;27287.0
9900;26741.0
10000;27057.0
100;26076.0
200;24486.0
300;25659.0
400;26560.0
500;25533.0
600;27080.0
700;26940.0
800;27185.0
900;26704.0
1000;27300.0
1100;26575.0
1200;26610.0
1300;28062.0
1400;28232.0
1500;27070.0
1600;26945.0
1700;26854.0
1800;27132.0
1900;27390.0
2000;26214.0
2100;27629.0
2200;27008.0
2300;27474.0
2400;27437.0
2500;27356.0
2600;26883.0
2700;27911.0
2800;26968.0
2900;27531.0
3000;27809.0
3100;27258.0
3200;26591.0
3300;26857.0
3400;27558.0
3500;26729.0
3600;27018.0
3700;26845.0
3800;27510.0
3900;26740.0
4000;26691.0
4100;28118.0
4200;27871.0
4300;27404.0
4400;26311.0
4500;27160.0
4600;27704.0
4700;28338.0
4800;27771.0
4900;27919.0
5000;27255.0
5100;28090.0
5200;27402.0
5300;26724.0
5400;28354.0
5500;26476.0
5600;26940.0
5700;27254.0
5800;28022.0
5900;26862.0
6000;26839.0
6100;26308.0
6200;27401.0
6300;26453.0
6400;26614.0
6500;27402.0
6600;26860.0
6700;26585.0
6800;26972.0
6900;27984.0
7000;27114.0
7100;27756.0
7200;26980.0
7300;26616.0
7400;28562.0
7500;26946.0
7600;28254.0
7700;27071.0
7800;27012.0
7900;26744.0
8000;28166.0
8100;26615.0
8200;26868.0
8300;26594.0
8400;26841.0
8500;27126.0
8600;26648.0
8700;26593.0
8800;26887.0
8900;26690.0
9000;26739.0
9100;27398.0
9200;27697.0
9300;26859.0
9400;27967.0
9500;27003.0
9600;27483.0
9700;27749.0
9800;27225.0
9900;26836.0
10000;26458.0
100;26948.0
200;26054.0
300;25521.0
400;26167.0
500;26119.0
600;25794.0
700;26235.0
800;26651.0
900;25916.0
1000;26893.0
1100;27396.0
1200;27231.0
1300;27754.0
1400;26797.0
1500;27359.0
1600;26906.0
1700;27508.0
1800;26527.0
1900;27561.0
2000;26745.0
2100;27812.0
2200;27257.0
2300;27035.0
2400;26781.0
2500;27391.0
2600;27842.0
2700;27321.0
2800;27004.0
2900;27159.0
3000;27625.0
3100;27203.0
3200;27131.0
3300;26864.0
3400;26850.0
3500;26886.0
3600;26419.0
3700;26379.0
3800;26938.0
3900;27299.0
4000;27305.0
4100;27295.0
4200;28104.0
4300;28482.0
4400;27106.0
4500;27121.0
4600;27790.0
4700;26774.0
4800;26607.0
4900;27016.0
5000;27395.0
5100;27383.0
5200;26942.0
5300;26632.0
5400;27200.0
5500;26379.0
5600;27615.0
5700;26771.0
5800;27685.0
5900;28767.0
6000;26889.0
6100;26247.0
6200;26226.0
6300;27260.0
6400;27508.0
6500;27848.0
6600;26292.0
6700;26920.0
6800;27822.0
6900;27965.0
7000;27812.0
7100;26542.0
7200;27852.0
7300;26852.0
7400;27817.0
7500;27364.0
7600;28287.0
7700;26362.0
7800;27126.0
7900;28385.0
8000;27194.0
8100;26958.0
8200;27696.0
8300;27331.0
8400;26634.0
8500;27741.0
8600;26798.0
8700;28116.0
8800;26230.0
8900;27086.0
9000;26690.0
9100;27534.0
9200;26719.0
9300;27179.0
9400;27077.0
9500;26839.0
9600;27714.0
9700;27105.0
9800;27104.0
9900;26699.0
10000;26608.0
100;24776.0
200;25701.0
300;26146.0
400;25379.0
500;25642.0
600;25917.0
700;26285.0
800;26370.0
900;26097.0
1000;25939.0
1100;26662.0
1200;27250.0
1300;27747.0
1400;27023.0
1500;27804.0
1600;26891.0
1700;26965.0
1800;26594.0
1900;26573.0
2000;26717.0
2100;27198.0
2200;28660.0
2300;27117.0
2400;27219.0
2500;27425.0
2600;27091.0
2700;28533.0
2800;26898.0
2900;26474.0
3000;26969.0
3100;26948.0
3200;28214.0
3300;27142.0
3400;26444.0
3500;27048.0
3600;26928.0
3700;26910.0
3800;27364.0
3900;27692.0
4000;27132.0
4100;26693.0
4200;27510.0
4300;27294.0
4400;27084.0
4500;26803.0
4600;26741.0
4700;27384.0
4800;26659.0
4900;27052.0
5000;27004.0
5100;27656.0
5200;27515.0
5300;27766.0
5400;27166.0
5500;26927.0
5600;26510.0
5700;26989.0
5800;27028.0
5900;26846.0
6000;26617.0
6100;27106.0
6200;27666.0
6300;26478.0
6400;26989.0
6500;27753.0
6600;27559.0
6700;27899.0
6800;27249.0
6900;26467.0
7000;27524.0
7100;26850.0
7200;26762.0
7300;27016.0
7400;27584.0
7500;27517.0
7600;27083.0
7700;27457.0
7800;27674.0
7900;26843.0
8000;27163.0
8100;27474.0
8200;27097.0
8300;26904.0
8400;27390.0
8500;26534.0
8600;27699.0
8700;26603.0
8800;28048.0
8900;27431.0
9000;27165.0
9100;27028.0
9200;26896.0
9300;27717.0
9400;28605.0
9500;28037.0
9600;26461.0
9700;27117.0
9800;26952.0
9900;27020.0
10000;27829.0
